,authorid,preferred_name,institution,position,department,start,end,city,country,institution_map
13404,~Qiufeng_Wang2,True,Xi'an Jiaotong-Liverpool University,Associate Professor,,2019.0,2024.0,Suzhou,CN,Xi'an Jiaotong-Liverpool University
13405,~Letizia_Gionfrida1,True,"King's College London, University of London",Assistant Professor,,2023.0,,London,GB,King's College London
13407,~Hao_Li13,True,The Chinese University of Hong Kong,PhD student,,2020.0,2024.0,Hong Kong,HK,Chinese University of Hong Kong
13408,~Zhizhen_Zhao1,True,"University of Illinois, Urbana Champaign",Associate Professor,,2022.0,,Champaign,US,"Department of Computer Science, University of Illinois at Urbana Champaign"
13409,~Zhizhen_Zhao1,True,University of Washington,Associate Professor,,2024.0,2025.0,Seattle,US,University of Washington
13411,~Xinzhu_Ma1,True,The Chinese University of Hong Kong,Postdoc,,2024.0,2025.0,Hong Kong,CN,Chinese University of Hong Kong
13412,~Le_Hui1,True,Northwest Polytechnical University Xi'an,Associate Professor,,2023.0,,Xi'an,CN,Northwestern Polytechnical University
13413,~Giung_Nam1,True,Korea Advanced Institute of Science & Technology,PhD student,,2022.0,,,,Korea Advanced Institute of Science and Technology
13414,~Chi-Chang_Lee1,True,National Taiwan University,MS student,,2020.0,,,,National Taiwan University
13416,~Katarzyna_Reluga1,True,University of Bristol,Lecturer,,2023.0,2025.0,Bristol,GB,University of Bristol
13417,~Mingchen_Li3,True,East China University of Science and Technology,PhD student,,2020.0,2025.0,Shanghai,CN,East China University of Science and Technology
13418,~Ulrich_Voll1,True,MAN Truck and Bus,Researcher,,2018.0,,,,MAN Truck and Bus
13419,~Yiren_Lu2,True,Case Western Reserve University,PhD student,,2024.0,,Cleveland,US,Case Western Reserve University
13420,~Nasib_Ullah1,True,Aalto University,PhD student,,2023.0,,Espoo,FI,Aalto University
13421,~Ambroise_Odonnat1,True,Huawei Technologies Ltd.,PhD student,,2024.0,,Paris,FR,Huawei Technologies Research & Development (UK) Ltd
13422,~Ambroise_Odonnat1,True,Université de Rennes 2,PhD student,,2024.0,,Rennes,FR,Université Rennes 1
13423,~Ambroise_Odonnat1,True,Huawei Technologies Ltd.,Intern,,2023.0,2024.0,Paris,FR,Huawei Technologies Research & Development (UK) Ltd
13424,~Xianhang_Li1,True,"University of California, Santa Cruz",PhD student,,2021.0,2026.0,,US,University of California Santa Cruz
13425,~Evan_Bell1,True,Michigan State University,Undergrad student,,2020.0,2024.0,,,Michigan State University
13426,~Chun-Ying_Huang1,True,National Yang Ming Chiao Tung University,Full Professor,,2018.0,,,TW,National Yang Ming Chiao Tung University
13427,~Qingmin_Liao1,True,"Tsinghua University, Tsinghua University",Full Professor,,2002.0,,Beijing,CN,"Tsinghua University, Beijing"
13429,~Stavros_Petridis1,True,Imperial College London,Research Fellow,,2017.0,,,GB,Imperial College London
13430,~Stavros_Petridis1,True,Facebook,Researcher,,2021.0,2025.0,,GB,Meta
13431,~Sebastian_Ruder2,False,Facebook,Researcher,,2024.0,,Berlin,DE,Meta
13432,~Sebastian_Ruder2,False,Cohere,Researcher,,2024.0,2024.0,Berlin,DE,Cohere Labs
13433,~Sebastian_Ruder2,False,Google,Research scientist,,2019.0,2024.0,London,GB,Google
13434,~Maojun_Zhang1,True,National University of Defense Technology,Full Professor,,2003.0,2030.0,Changsha,CN,National University of Defense Technology
13436,~Jian_Zhang22,False,Peking University,Assistant Professor,,2018.0,2024.0,Shenzhen,CN,Peking University
13437,~Kai_Zhang12,True,University of Science and Technology of China,Researcher,,2023.0,2026.0,,CN,University of Science and Technology of China
13438,~Yang_Li32,True,Shanghai Jiaotong University,PhD student,,2022.0,2027.0,Shanghai,CN,Shanghai Jiao Tong University
13439,~Zixuan_Dong1,True,New York University,PhD student,,2022.0,2027.0,New York,US,New York University
13440,~Akiko_Manada1,True,Nagaoka University of Technology,Associate Professor,,2021.0,,Nagaoka,JP,"Graduate School of Engineering, Nagaoka University of Technology"
13441,~Jingzhi_Cui1,True,"Tsinghua University, Tsinghua University",Undergrad student,,2020.0,,,CN,"Tsinghua University, Beijing"
13442,~Luke_Eilers1,True,Universität Bern,PhD student,,2023.0,,Bern,,University of Basel
13443,~Ho-Joong_Kim1,False,Korea University,PhD student,,2021.0,,Seoul,KR,Korea University
13444,~Binxing_Fang1,,Harbin Institute of Technology,Full Professor,,2016.0,,,CN,Harbin Institute of Technology
13445,~Seonghyun_Ban1,True,Korea Advanced Institute of Science & Technology,MS student,,2022.0,2024.0,,,Korea Advanced Institute of Science and Technology
13446,~Junkyu_Lee1,True,International Business Machines,Researcher,,2021.0,,,US,International Business Machines
13447,~Ivi_Chatzi1,True,MPI-SWS,PhD student,,2023.0,,Kaiserslautern,DE,Max Planck Institute for Software Systems
13449,~Minyang_Hu1,False,", Chinese Academy of Sciences",PhD student,,2019.0,2025.0,Beijing,CN,Institute of Automation，Chinese Academy of Sciences
13450,~Sanjay_Haresh1,True,"Qualcomm, Inc.",Researcher,,2023.0,,,CA,Qualcomm AI Research
13451,~Prasenjit_Karmakar2,True,Indian Institute of Technology Kharagpur,PhD student,,2022.0,,kharagpur,IN,Indian Institute of Technology Kharagpur
13452,~Jiaying_Ying1,True,University of Queensland,PhD student,,2024.0,,Brisbane,AU,University of Queensland
13453,~Zachery_Boner1,True,"Department of Computer Science, Duke University",PhD student,,2023.0,,Durham,US,Duke University
13454,~Shun-Cheng_Wu1,True,Technical University Munich,PhD student,,2019.0,,,DE,Technical University of Munich
13455,~Harshith_Reddy_Vonteri1,True,"Indian Institute of Technology, Delhi",Undergrad student,,2019.0,,Hauz khas,IN,Indian Institute of Technology Delhi
13456,~Tao_Zhong2,True,Huawei Technologies Ltd.,Researcher,,2017.0,,Shenzhen,CN,Huawei Technologies Research & Development (UK) Ltd
13458,~Ali_Hassani1,True,"College of Computing, Georgia Institute of Technology",PhD student,,2024.0,2026.0,,US,Georgia Institute of Technology
13459,~Ali_Hassani1,True,NVIDIA,Intern,,2024.0,2025.0,,US,NVIDIA
13460,~Jiayu_Wang6,True,"Department of Computer Science, University of Wisconsin - Madison",PhD student,,2024.0,2027.0,Madison,US,University of Wisconsin - Madison
13461,~Jiayu_Wang6,True,University of Wisconsin - Madison,MS student,,2022.0,2024.0,Madison,US,University of Wisconsin - Madison
13462,~Sergio_Calo1,True,Universitat Pompeu Fabra,PhD student,,2022.0,,Barcelona,ES,Universitat Pompeu Fabra
13463,~Nitesh_Bharadwaj_Gundavarapu1,True,Google,Researcher,,2022.0,,,US,Google
13465,~Bo_Han1,True,RIKEN,Adjunct Scientist,,2020.0,,Tokyo,JP,RIKEN
13466,~Bo_Han1,True,HKBU,Assistant Professor,,2020.0,2025.0,Hong Kong,HK,Hong Kong Baptist University
13467,~Bo_Han1,True,MBZUAI,Researcher,,2024.0,2024.0,Abu Dhabi,AE,Mohamed bin Zayed University of Artificial Intelligence
13468,~Gisela_Vallejo1,True,University of Melbourne,PhD student,,2021.0,2025.0,Melbourne,AU,University of Melbourne
13469,~Tim_Landgraf1,True,Freie Universität Berlin,Assistant Professor,,2016.0,,,,Freie Universität Berlin
13470,~Liuhua_Peng1,True,University of Melbourne,Associate Professor,,2023.0,,,AU,University of Melbourne
13472,~Alexej_Gossmann1,True,Mayo Clinic,Principal Researcher,,2024.0,2024.0,,US,Mayo Clinic
13473,~Alexej_Gossmann1,True,U.S. Food and Drug Administration,Researcher,,2018.0,2024.0,,US,U.S. Food and Drug Administration
13474,~Shahin_Nazarian1,True,University of Southern California,Full Professor,,2009.0,2025.0,Los Angeles,US,University of Southern California
13475,~Liping_Liu1,False,Tufts University,Associate Professor,,2024.0,,,US,Tufts University
13476,~Liping_Liu1,False,Tufts University,Assistant Professor,,2017.0,2024.0,,US,Tufts University
13477,~Louis_Leconte1,True,Pruna AI,Researcher,,2024.0,,,FR,Pruna AI
13478,~Louis_Leconte1,True,Lisite,PhD student,,2021.0,2024.0,,FR,Lisite
13480,~Manli_Shu1,True,Salesforce Research,Researcher,,2024.0,2025.0,,US,Salesforce Research Asia
13481,~Manli_Shu1,True,"Department of Computer Science, University of Maryland, College Park",PhD student,,2019.0,2024.0,,US,"University of Maryland, College Park"
13482,~Alexander_Glynn1,True,Harvard University,Undergrad student,,2020.0,2024.0,Cambridge,US,Harvard University
13483,~Liangyu_Chen3,False,"Computer Science Department, Stanford University",PhD student,,2024.0,,Stanford,US,Stanford University
13484,~Liangyu_Chen3,False,Nanyang Technological University,Researcher,,2022.0,2024.0,,SG,Nanyang Technological University
13485,~Junseok_Seo1,True,KAIST,MS student,,2022.0,2024.0,,,Korea Advanced Institute of Science and Technology
13486,~Junjun_Jiang2,False,Harbin Institute of Technology,Full Professor,,2018.0,,,CN,Harbin Institute of Technology
13487,~Zhenghao_Pan1,True,Harbin Institute of Technology (Shenzhen),MS student,,2023.0,,Shenzhen,CN,Harbin Institute of Technology (Shenzhen)
13488,~Pratik_Sridatt_Jayarao1,False,Amazon,Researcher,,2021.0,2027.0,Palo Alto,US,Amazon
13489,~Soumyadeep_Chandra1,True,Purdue University,PhD student,,2021.0,,,,Purdue University
13490,~Ivan_Laptev1,False,Mohamed bin Zayed University of Artificial Intelligence,Full Professor,,2023.0,,,AE,Mohamed bin Zayed University of Artificial Intelligence
13491,~Reinhard_Heckel1,True,Technische Universität München,Associate Professor,,2023.0,,,DE,Technical University of Munich
13492,~Reinhard_Heckel1,True,Rice University,Assistant Professor,,2017.0,,,US,Rice University
13493,~Nathan_Lambert1,True,Allen Institute for Artificial Intelligence,Researcher,,2023.0,,,US,Allen Institute for Artificial Intelligence
13495,~Shauli_Ravfogel1,False,Bar-Ilan University,PhD student,,2020.0,2024.0,,IL,Bar-Ilan University
13497,~Martin_Gjoreski1,True,Università della svizzera italiana,Principal Researcher,,2024.0,,Lugano,CH,SUPSI - University of Applied Sciences Southern Switzerland
13498,~Siyuan_Xu4,True,Pennsylvania State University,PhD student,,2020.0,,State College,US,Pennsylvania State University
13499,~Qingyu_Zhou1,False,ByteDance Inc.,Researcher,,2024.0,,,US,ByteDance Inc.
13500,~Qingyu_Zhou1,False,OPPO Research Institute,Researcher,,2022.0,2024.0,,CN,"OPPO Guangdong Mobile Telecommunications Co., Ltd."
13501,~Kun_Yuan4,True,Peking University,Assistant Professor,,2022.0,,,CN,Peking University
13502,~Baining_Guo1,True,Microsoft Research,Researcher,,1999.0,,,CN,Microsoft
13503,~Minglu_Zhao1,True,"University of California, Los Angeles",PhD student,,2021.0,,,US,"University of California, Los Angeles"
13504,~Alexandra_Souly1,True,uk aisi,Researcher,,2024.0,,london ,GB,UK AI Security Institute
13505,~Ruotong_Yu1,True,"Tsinghua University, Tsinghua University",Undergrad student,,2020.0,2024.0,Beijing,CN,"Tsinghua University, Beijing"
13507,~Dong_Zhao5,True,Xidian University,PhD student,,2020.0,2024.0,Xian,CN,Xidian University
13508,~Shuang_Chen2,True,University of Hong Kong,PhD student,,2021.0,2026.0,,,University of Hong Kong
13509,~William_M._Hoza1,True,University of Chicago,Assistant Professor,,2023.0,,Chicago,US,University of Chicago
13510,~Peter_Walkington1,True,Meta,Researcher,,2021.0,,New York,US,Meta
13511,~Anton_Antonov1,True,FusionBrain Lab,Researcher,,2024.0,,,RU,FusionBrain Lab
13512,~Anton_Antonov1,True,Samsung Research,Researcher,,2022.0,2024.0,Moscow,RU,Samsung Research UK
13513,~Denis_Kleyko1,True,Örebro University,Assistant Professor,,2023.0,,Örebro,,Örebro University
13514,~Vardaan_Pahuja1,False,"The Ohio State University, Columbus",PhD student,,2019.0,,Columbus,US,The Ohio State University
13515,~Zekun_Cai1,True,The University of Tokyo,Researcher,,2024.0,,,JP,The University of Tokyo
13516,~Zekun_Cai1,True,The University of Tokyo,PhD student,,2021.0,2024.0,,JP,The University of Tokyo
13518,~Wenxuan_Wang2,True,Hong Kong University of Science and Technology,Postdoc,,2024.0,2025.0,Hong Kong,HK,Hong Kong University of Science and Technology(Guangzhou)
13519,~Wenxuan_Wang2,True,The Chinese University of Hong Kong,PhD student,,2020.0,2024.0,Hong Kong,HK,Chinese University of Hong Kong
13520,~Jiamin_Zhu1,True,IFP Energies Nouvelles,Researcher,,2018.0,,Rueil-Malmaison,,IFP Energies Nouvelles
13521,~Jiamin_Zhu1,True,IFP Energies nouvelles,Researcher,,2018.0,,Rueil-Malmaison,FR,IFP Energies nouvelles
13522,~Etienne_Pot1,,Google,Researcher,,2024.0,,,FR,Google
13523,~Etienne_Pot1,,Google,Researcher,,2020.0,2024.0,,DE,Google
13524,~Alexandra_Carpentier2,True,Universität Potsdam,Full Professor,,2021.0,,Potsdam,DE,University of Potsdam
13525,~Zhaokai_Wang1,True,Shanghai AI Laboratory,Intern,,2022.0,,Shanghai,CN,Shanghai Artificial Intelligence Laboratory
13526,~Zhaokai_Wang1,True,Shanghai Jiao Tong University,PhD student,,2022.0,,Shanghai,CN,Shanghai Jiao Tong University
13527,~Sara_Morini_Sweet1,True,"Harvard Medical School, Harvard University",Research Associate,,2021.0,,Boston,US,Harvard University
13529,~Yingjun_Du1,True,University of Amsterdam,PhD student,,2020.0,2024.0,Amsterdam,NL,University of Amsterdam
13530,~TaeHoon_Yoon1,False,Korea Advanced Institute of Science & Technology,MS student,,2024.0,,,KR,Korea Advanced Institute of Science and Technology
13531,~Himchan_Hwang1,True,Seoul National University,PhD student,,2023.0,,,,Seoul National University
13532,~Minbin_Huang1,True,The Chinese University of Hong Kong,PhD student,,2023.0,2027.0,,HK,Chinese University of Hong Kong
13533,~Ila_R_Fiete1,True,Massachusetts Institute of Technology,Professor,,2018.0,,,,Massachusetts Institute of Technology
13534,~Julien_Zhou1,True,Université Grenoble Alpes,PhD student,,2022.0,2025.0,,FR,Université Grenoble Alpes
13535,~Julien_Zhou1,True,Criteo,PhD student,,2022.0,2025.0,,FR,Criteo
13536,~Kewei_Zhang2,True,Wuhan University,Undergrad student,,2022.0,2026.0,Wuhan,CN,Wuhan University
13537,~Kewei_Zhang2,True,Tsinghua University,Intern,,2024.0,2025.0,Beijing,CN,"Tsinghua University, Beijing"
13538,~Yufan_Tang1,True,Zhejiang University,Undergrad student,,2020.0,,,CN,Zhejiang University
13539,~Yanchao_Hao1,,Tencent PCG,Principal Researcher,,2019.0,,Beijing,CN,Tencent
13540,~Masaki_Adachi1,True,Toyota Motor Corporation,Principal Researcher,,2020.0,2040.0,Tokyo,JP,Toyota Motor Europe
13541,~Masaki_Adachi1,True,University of Oxford,PhD student,,2021.0,2024.0,Oxford,GB,University of Oxford
13543,~Peng_Zhang34,True,ByteDance Inc.,Researcher,,2020.0,2025.0,,CN,ByteDance Inc.
13544,~Olivier_Francon1,True,Cognizant,Researcher,,2018.0,,San Francisco,,Cognizant
13545,~Ganghua_Wang1,True,University of Chicago,Postdoc,,2024.0,2026.0,Chicago,US,University of Chicago
13546,~Ganghua_Wang1,True,"University of Minnesota, Minneapolis",PhD student,,2019.0,2024.0,Minneapolis,US,University of Minnesota
13547,~Ziqi_Yang5,False,Xiamen University,MS student,,2023.0,2026.0,Xiamen,CN,Xiamen University
13548,~Divya_Tyamagundlu1,True,"Research, Google",Researcher,,2015.0,,,,Google
13549,~Tahrima_Rahman1,False,"University of Texas, Dallas",Research Scientist,,2021.0,,,,"University of Texas, Dallas"
13550,~Ioannis_Patras2,True,"Queen Mary, University of London",Full Professor,,2018.0,,,GB,Queen Mary University of London
13551,~Baeseong_park1,False,NAVER Clova,Software Engineer,,2021.0,,,KR,NAVER AI Lab
13552,~Yao_Wan2,True,Huazhong University of Science and Technology,Associate Professor,,2024.0,,Wuhan,CN,Huazhong University of Science and Technology
13553,~Yao_Wan2,True,Huazhong University of Science and Technology,Assistant Professor,,2020.0,2024.0,Wuhan,CN,Huazhong University of Science and Technology
13554,~Francesca_Mignacco1,True,Princeton University,Postdoc,,2022.0,2025.0,,,Princeton University
13555,~Francesca_Mignacco1,True,"City University of New York, City University of New York",Postdoc,,2022.0,2025.0,,,"City University of New York, City University of New York"
13556,~Riccardo_Poiani3,True,Bocconi University,Postdoc,,2024.0,,,IT,Bocconi University
13557,~Riccardo_Poiani3,True,INRIA,Phd Visiting,,2024.0,2024.0,,FR,"Inria, Paris"
13558,~Riccardo_Poiani3,True,Polytechnic Institute of Milan,PhD student,,2021.0,2024.0,,IT,Politecnico di Milano
13559,~Jiangshan_Wang2,True,"Tsinghua University, Tsinghua University",MS student,,2023.0,,,CN,"Tsinghua University, Beijing"
13560,~Xiaowen_Chu2,False,Hong Kong University of Science and Technology (Guangzhou),Full Professor,,2021.0,,Guangzhou,CN,Hong Kong University of Science and Technology(Guangzhou)
13561,~Kfir_Aberman1,True,Snap Inc.,Researcher,,2023.0,,Palo Alto,US,Snap Inc.
13562,~Jeff_Pool1,True,NVIDIA,Senior Architect,,2012.0,,,,NVIDIA
13563,~Jian_Huang9,False,Hangzhou Dianzi University,MS student,,2023.0,2026.0,Hangzhou,CN,Hangzhou Dianzi University
13564,~Yusen_Hou1,True,Tianjin University,Undergrad student,,2023.0,2026.0,tian jin,CN,Tianjin University of Technology
13565,~Xiaodong_Wu4,True,University of Cambridge,PhD student,,2022.0,2026.0,,,University of Cambridge
13566,~Andrea_Celli1,False,Bocconi University,Assistant Professor,,2021.0,,,IT,Bocconi University
13567,~Chaochao_Chen3,True,Zhejiang University,Distinguished Research Fellow,,2021.0,,Hangzhou,CN,Zhejiang University
13568,~Lei_Guo7,True,Northwestern Polytechnical University Xi'an,Full Professor,,1996.0,,,,Northwestern Polytechnical University
13569,~Hynek_Kydlíček1,True,Huggingface,Intern,,2023.0,,,,Hugging Face
13570,~Rongzhen_Wang1,True,Renmin University of China,PhD student,,2023.0,,,,Renmin University of China
13571,~Xinyue_Luo1,True,Fudan University,PhD student,,2021.0,2026.0,Shanghai,CN,Fudan University
